,Instrument,Investor Perm Id,Investor Id,Investor Full Name,Investor Address Country,Investor Type Description ID,Fund Investment Style Code
165,VETBANK.LG,,,,,,
166,VETGOODS.LG,,,,,,
167,VETINDETF.LG,,,,,,
168,NRLJ.J,,,,,,
169,TAD.MZ,,,,,,
170,DCON.NR,,,,,,
171,FPC.BT,,,,,,
172,AXIA.ZI,,,,,,
173,BIDJ.J,,,,,,
174,MUCOBA.TZ,,,,,,
175,NBV.NR,,,,,,
176,NSBC.CI,,,,,,
177,DSE.TZ,,,,,,
178,IBLL.MZ,,,,,,
179,EPEJ.J,,,,,,
180,UPL.MZ,,,,,,
181,YYLBEEJ.J,,,,,,
182,ACCESS.GH,,,,,,
183,SCRC.CI,,,,,,
184,SEAJ.J,,,,,,
185,SIBC.CI,,,,,,
186,GLPROPJ.J,,,,,,
187,CBIBF.CI,,,,,,
188,TPFJ.J,,,,,,
189,VODA.TZ,,,,,,
190,CQCIL.UG,,,,,,
191,L2DJ.J,,,,,,
192,TIP.LG,,,,,,
193,DCCUSDJ.J,,,,,,
194,SHGJ.J,,,,,,
195,JAIZBANK.LG,,,,,,
196,STXILBJ.J,,,,,,
197,STXPROJ.J,,,,,,
198,PFBJ.J,,,,,,
199,MTNGH.GH,,,,,,
200,MIN.BT,,,,,,
201,BAYP.MZ,,,,,,
202,AILJ.J,,,,,,
203,KALJ.J,,,,,,
204,NRPJ.J,,,,,,
205,RHBJ.J,,,,,,
206,HETJ.J,,,,,,
207,STXWDMJ.J,,,,,,
208,STXEMGJ.J,,,,,,
209,STX500J.J,,,,,,
210,FMP.ZI,,,,,,
211,ZXSWS.ZX,,,,,,
212,ZXSWB.ZX,,,,,,
213,ZXTWI.ZX,,,,,,
214,FMBCH.MV,,,,,,
215,PPHJ.J,,,,,,
216,STXQUAJ.J,,,,,,
217,LHN.NM,,,,,,
218,4SIJ.J,,,,,,
219,SDOJ.J,,,,,,
220,FNBEQFJ.J,,,,,,
221,PNH.NM,,,,,,
222,SYG500J.J,,,,,,
223,CCAF.LZ,,,,,,
224,DCCUS2J.J,,,,,,
225,ECOC.CI,,,,,,
226,GSPECPLC.LG,,,,,,
227,ARIN.MZ,,,,,,
228,CVWJ.J,,,,,,
229,AYOJ.J,,,,,,
230,ZXTIP.ZX,,,,,,
231,ETF500J.J,,,,,,
232,FNBWGBJ.J,,,,,,
233,STXNDQJ.J,,,,,,
234,LBRJ.J,,,,,,
235,DIGICUT.GH,,,,,,
236,FTHJ.J,,,,,,
237,AEIBy.MZ,,,,,,
238,4ANWKH.4AX,,,,,,
239,4AHWP.4AX,,,,,,
240,4AASP.4AX,,,,,,
241,NFEMODJ.J,,,,,,
242,NFEHGEJ.J,,,,,,
243,NFEDEFJ.J,,,,,,
244,MTNN.LG,,,,,,
245,ETFBNDJ.J,,,,,,
246,NFNAMA.NM,,,,,,
247,STXGOVJ.J,,,,,,
248,STXESGJ.J,,,,,,
249,STXEMEJ.J,,,,,,
250,MERGROWTH.LG,,,,,,
251,MERVALUE.LG,,,,,,
252,SYGESGJ.J,,,,,,
253,MTNR.RW,,,,,,
254,SYGEMFJ.J,,,,,,
255,STXCAPJ.J,,,,,,
256,STXNDAJ.J,,,,,,
257,4AAVC.4AX,,,,,,
258,STXHLTJ.J,,,,,,
259,ETFSRIJ.J,,,,,,
260,ETFEMAJ.J,,,,,,
261,BIND.VF,,,,,,
262,PHL.VF,,,,,,
263,SYGSEJ.J,,,,,,
264,CSGOVIJ.J,,,,,,
265,SIM.VF,,,,,,
266,NED.VF,,,,,,
267,ZZDJ.J,,,,,,
268,NTFD.VF,,,,,,
269,4AGFR1O.4AX,,,,,,
270,GEREGU.LG,,,,,,
271,CAAJ.J,,,,,,
272,SREE.MZ,,,,,,
273,ACCESSCORP.LG,,,,,,
274,4ABKB.4AX,,,,,,
275,APOJ.J,,,,,,
276,TANG.ZI,,,,,,
277,BUAFOODS.LG,,,,,,
278,RONCHESS.LG,,,,,,
279,VELG.MZ,,,,,,
280,ANIJ.J,,,,,,
281,MTNU.UG,,,,,,
282,MOC.NM,,,,,,
283,CTEL.MZ,,,,,,
284,NGXGROUP.LG,,,,,,
285,GTCO.LG,,,,,,
286,TGAJ.J,,,,,,
287,SZKJ.J,,,,,,
288,BAPLC.LG,,,,,,
289,HBE.NR,,,,,,
290,HPL.MZ,,,,,,
291,DASPHARMA.GH,,,,,,
292,4AGR1O.4AX,,,,,,
293,CMR.RW,,,,,,
294,FDHB.MV,,,,,,
295,OMJ.NM,,,,,,
296,MQA.NM,,,,,,
297,SBPJ.J,,,,,,
298,NY1J.J,,,,,,
299,AIRTEL.MV,,,,,,
300,SSWJ.J,,,,,,
301,4AIHG.4AX,,,,,,
302,ZFCO.LZ,,,,,,
303,ZXRPG.ZX,,,,,,
304,BUACEMENT.LG,,,,,,
305,MTNZFJ.J,,,,,,
306,SNO.NM,,,,,,
307,FRBP01p.J^K22,,,,,,
308,SEMA.MZ,,,,,,
309,ANE.NM,,,,,,
310,JATU.TZ,,,,,,
311,SSUJ.J,,,,,,
312,ACES.MZ,,,,,,
313,ORGT.CI,,,,,,
314,REGI.MZ,,,,,,
315,ENLG.MZ,,,,,,
316,ICON.MV,,,,,,
317,LAVA.MZ,,,,,,
318,ACCESS.BT,,,,,,
319,MTHJ.J,,,,,,
320,EHZL.ZI,,,,,,
321,MCGJ.J,,,,,,
322,SCIL.BT,,,,,,
323,NICO.TZ,,,,,,
324,EXPJ.J,,,,,,
325,DGHJ.J,,,,,,
326,TICL.TZ,,,,,,
327,KLOS.MZ,,,,,,
328,TSAH.MZ,,,,,,
329,ABL.GH,,5454756,,,,
330,ABL.GH,5043415975,5454756,"Guinness Overseas, Ltd.",Nigeria,301,
331,ABOSELA.LG,,,,,,
332,ABPLAST.LG,,,,,,
333,ABSPp.J,,,,,,
334,ACADEMY.LG,,,,,,
335,ACLJ.J,5000854298,2676461,Standard Corporate & Merchant Bank,South Africa,301,Emerg. Mkts.
336,ACLJ.J,5001449709,2657747,Industrial Development Corporation of South Africa Limited (IDC),South Africa,114,Core Value
337,ACLJ.J,4297902883,2637186,Nedcor Group,South Africa,301,Emerg. Mkts.
338,ACLJ.J,4298312867,2005214,Sanlam Investment Management (Pty) Ltd.,South Africa,113,Emerg. Mkts.
339,ACLJ.J,4295888679,2658723,Absa Group Ltd,South Africa,302,GARP
340,ACLJ.J,5000066393,2004359,Old Mutual Investment Group (South Africa) (Pty) Limited,South Africa,113,Emerg. Mkts.
341,ACLJ.J,4297636693,2660881,Mercantile Bank Limited,South Africa,301,Emerg. Mkts.
342,ACLJ.J,5000221950,2003650,AllianceBernstein Ltd. (Growth),United Kingdom,113,Sector Specific
343,ACLJ.J,,3270352,Samson (Eric),South Africa,303,Emerg. Mkts.
344,ACLJ.J,5000036750,2002451,AllianceBernstein L.P.,United States,113,Emerg. Mkts.
345,ACLJ.J,,2302852,HSBC Asset Management (SA) (Pty) Ltd._NLE,South Africa,107,Index
346,ACLJ.J,4296293277,2004197,Mondrian Investment Partners Ltd.,United Kingdom,107,Growth
347,ACLJ.J,5001218765,2006918,"Silchester International Investors, L.L.P.",United Kingdom,113,Specialty
348,ACLJ.J,,2005211,Templeton Asset Management (Pty) Ltd._NLE,South Africa,107,Emerg. Mkts.
349,ACLJ.J,4296555936,2003084,State Teachers Retirement System of Ohio,United States,110,Emerg. Mkts.
350,ACLJ.J,5000003949,2132705,STANLIB Asset Management Ltd.,South Africa,107,Emerg. Mkts.
351,ACLJ.J,,2500375,"Grantham, Mayo, Van Otterloo & Co. L.L.C. _NLE",United States,107,Index
352,ACLJ.J,4298110926,2003766,Aberdeen Asset Investments Limited,United Kingdom,107,Emerg. Mkts.
353,ACLJ.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,Core Growth
354,ACLJ.J,4296477482,2003356,"BlackRock Institutional Trust Company, N.A.",United States,107,Growth
355,ACLJ.J,5000045174,2002653,Macquarie Investment Management,United States,107,Specialty
356,ACLJ.J,4296700068,2005215,Futuregrowth Asset Management (Pty) Limited,South Africa,107,Emerg. Mkts.
357,ACLJ.J,5000050470,2002561,Caisse de Depot et Placement du Quebec,Canada,110,Emerg. Mkts.
358,ACLJ.J,4297705417,2005011,State Street Global Advisors (France) S.A.,France,107,Core Value
359,ACLJ.J,5044026629,2002611,Nuveen LLC,United States,110,Specialty
360,ACLJ.J,5000723418,2006730,Momentum Asset Management (Pty) Ltd.,South Africa,113,Growth
361,ACLJ.J,,2132753,Mawenzi Asset Managers (Pty) Ltd._NLE,South Africa,107,Emerg. Mkts.
362,ACLJ.J,4296775703,2003525,DWS Investment GmbH,Germany,113,Emerg. Mkts.
363,ACLJ.J,5001448544,2005786,JPMorgan Asset Management (Europe) S.à.r.l.,Luxembourg,107,Emerg. Mkts.
364,ACLJ.J,5046048304,2007361,UBS Switzerland AG,Switzerland,101,Specialty
365,ACLJ.J,5000051802,2003465,Mediolanum Gestione Fondi SGR p.A.,Italy,107,GARP
366,ACLJ.J,5000313307,2399161,Gryphon Asset Management (Pty) Ltd.,South Africa,113,Core Value
367,ACLJ.J,4295868120,2005269,SINOPIA Asset Management_NLE,France,113,Specialty
368,ACLJ.J,4297908191,2007596,"Marco Investment Management, L.L.C.",United States,107,Emerg. Mkts.
369,ACLJ.J,,2784485,"ING Pilgrim Investments, LLC. (Sibling)_NLE",United States,107,Emerg. Mkts.
370,ACLJ.J,5000025050,2517371,PSG Asset Management (Pty) Ltd,South Africa,113,Specialty
371,ACLJ.J,4297572206,2495760,"American Century Global Investment Mgmt, Inc._NLE",United States,107,
372,ACLJ.J,,2448219,Appleton Fund Management (Pty.) Ltd._NLE,South Africa,107,Emerg. Mkts.
373,ACLJ.J,4297590288,2388001,MandG Investment Managers (Pty) Ltd,South Africa,107,Index
374,ACLJ.J,4298459126,2132706,Allan Gray Proprietary Limited,South Africa,107,International
375,ACLJ.J,4295888500,2007153,Coronation Fund Managers Limited,South Africa,113,Index
376,ACLJ.J,4297984400,2006320,"Alecta pensionsförsäkring, ömsesidigt",Sweden,107,Index
377,ACLJ.J,,2006038,Absa Asset Management (Private Clients)_NLE,South Africa,107,Emerg. Mkts.
378,ACLJ.J,5000059097,2005788,Siemens Fonds Invest GmbH,Germany,107,Emerg. Mkts.
379,ACLJ.J,4298409344,2005218,Metropolitan Asset Managers_NLE,South Africa,107,Emerg. Mkts.
380,ACLJ.J,,2005217,Quaystone Ltd._NLE,South Africa,113,Core Value
381,ACLJ.J,,2005054,EPTAFUND S.G.R.p.A._NLE,Italy,107,Core Value
382,ACLJ.J,5001446737,2005038,Capital International Inc. (Singapore),Singapore,107,Emerg. Mkts.
383,ACLJ.J,,2004252,Fortis Investments France_NLE,France,113,Specialty
384,ACLJ.J,5000057109,2003958,FIL Investment Management (Hong Kong) Limited,Hong Kong,107,Core Value
385,ACLJ.J,5000009781,2003784,Esemplia Emerging Markets_NLE,United Kingdom,113,Core Value
386,ACLJ.J,4296274633,2003773,Franklin Templeton Investment Management Ltd.,United Kingdom,113,Growth
387,ACLJ.J,5000064358,2003690,Baring Asset Management Ltd.,United Kingdom,107,Emerg. Mkts.
388,ACLJ.J,5001426959,2003665,Fidelity International,United Kingdom,107,International
389,ACLJ.J,,2003614,Crédit Lyonnais Asset Management S.A._NLE,France,107,Emerg. Mkts.
390,ACLJ.J,,2003436,Handelsbanken Kapitalförvaltning AB,Sweden,113,Specialty
391,ACLJ.J,5001446686,2003433,SEB Investment Management AB,Sweden,107,Emerg. Mkts.
392,ACLJ.J,5037588919,2002702,Fidelity Management & Research Company LLC,United States,107,Specialty
393,ACLJ.J,5000152801,2002484,"Associated Investment Management, LLC",United States,107,GARP
394,ACLJ.J,,2785625,,,,Hedge Fund
395,ACLJ.J,,2783224,,,,
396,ACLJ.J,,2782850,,,,Core Growth
397,ACLJ.J,,2782849,,,,Specialty
398,ACLJ.J,,2005584,,,,International
399,ACLJ.J,,2005351,,,,Emerg. Mkts.
400,ACLJ.J,,2005334,,,,Specialty
401,ACLJ.J,,2003974,,,,Core Value
402,ACLJ.J,,2003144,,,,GARP
403,ACLJ.J,,2002868,,,,Emerg. Mkts.
404,ACLJ.J,,2002823,,,,Specialty
405,ACLJ.J,5000854298,2676461,Standard Corporate & Merchant Bank,South Africa,301,Index
406,ACLJ.J,5001449709,2657747,Industrial Development Corporation of South Africa Limited (IDC),South Africa,114,Core Growth
407,ACLJ.J,4297902883,2637186,Nedcor Group,South Africa,301,Specialty
408,ACLJ.J,5000066393,2004359,Old Mutual Investment Group (South Africa) (Pty) Limited,South Africa,113,Growth
409,ACLJ.J,4295888679,2658723,Absa Group Ltd,South Africa,302,Growth
410,ACLJ.J,5000036750,2002451,AllianceBernstein L.P.,United States,113,Emerg. Mkts.
411,ACLJ.J,4295888500,2007153,Coronation Fund Managers Limited,South Africa,113,Emerg. Mkts.
412,ACLJ.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,Emerg. Mkts.
413,ACLJ.J,5001218765,2006918,"Silchester International Investors, L.L.P.",United Kingdom,113,Growth
414,ACLJ.J,,2500375,"Grantham, Mayo, Van Otterloo & Co. L.L.C. _NLE",United States,107,GARP
415,ACLJ.J,5000003949,2132705,STANLIB Asset Management Ltd.,South Africa,107,Growth
416,ACLJ.J,5000221950,2003650,AllianceBernstein Ltd. (Growth),United Kingdom,113,Core Growth
417,ACLJ.J,,2782850,Hill Samuel Asset Management Group Ltd._NLE,United Kingdom,107,Growth
418,ACLJ.J,4298110926,2003766,Aberdeen Asset Investments Limited,United Kingdom,107,Growth
419,ACLJ.J,,2003614,Crédit Lyonnais Asset Management S.A._NLE,France,107,Sector Specific
420,ACLJ.J,5000050470,2002561,Caisse de Depot et Placement du Quebec,Canada,110,Specialty
421,ACLJ.J,,2005211,Templeton Asset Management (Pty) Ltd._NLE,South Africa,107,Growth
422,ACLJ.J,4296293277,2004197,Mondrian Investment Partners Ltd.,United Kingdom,107,Specialty
423,ACLJ.J,4297590288,2388001,MandG Investment Managers (Pty) Ltd,South Africa,107,Specialty
424,ACLJ.J,,2005054,EPTAFUND S.G.R.p.A._NLE,Italy,107,Core Value
425,ACLJ.J,5000152801,2002484,"Associated Investment Management, LLC",United States,107,
426,ACLJ.J,5001426959,2003665,Fidelity International,United Kingdom,107,
427,ACLJ.J,5000059097,2005788,Siemens Fonds Invest GmbH,Germany,107,
428,ACLJ.J,5001448544,2005786,JPMorgan Asset Management (Europe) S.à.r.l.,Luxembourg,107,
429,ACLJ.J,5001446686,2003433,SEB Investment Management AB,Sweden,107,
430,ACLJ.J,5000045174,2002653,Macquarie Investment Management,United States,107,
431,ACLJ.J,4298312867,2005214,Sanlam Investment Management (Pty) Ltd.,South Africa,113,
432,ACLJ.J,4297705417,2005011,State Street Global Advisors (France) S.A.,France,107,
433,ACLJ.J,5044026629,2002611,Nuveen LLC,United States,110,
434,ACLJ.J,5046048304,2007361,UBS Switzerland AG,Switzerland,101,
435,ACLJ.J,,2003436,Handelsbanken Kapitalförvaltning AB,Sweden,113,
436,ACLJ.J,5000064358,2003690,Baring Asset Management Ltd.,United Kingdom,107,
437,ACLJ.J,5037588919,2002702,Fidelity Management & Research Company LLC,United States,107,
438,ACLJ.J,4296274633,2003773,Franklin Templeton Investment Management Ltd.,United Kingdom,113,
439,ACLJ.J,5000025050,2517371,PSG Asset Management (Pty) Ltd,South Africa,113,
440,ACLJ.J,5000051802,2003465,Mediolanum Gestione Fondi SGR p.A.,Italy,107,
441,ACLJ.J,,2006038,Absa Asset Management (Private Clients)_NLE,South Africa,107,Growth
442,ACLJ.J,,2782849,IAI International Limited_NLE,United Kingdom,107,Emerg. Mkts.
443,ACLJ.J,5000013970,2005584,Jyske Invest Fund Management A/S,Denmark,107,Core Value
444,ACLJ.J,4295868120,2005269,SINOPIA Asset Management_NLE,France,113,Emerg. Mkts.
445,ACLJ.J,5000057109,2003958,FIL Investment Management (Hong Kong) Limited,Hong Kong,107,Growth
446,ACLJ.J,,2784485,"ING Pilgrim Investments, LLC. (Sibling)_NLE",United States,107,Specialty
447,ACLJ.J,,2783224,Jacobs Asset Management_NLE,United States,107,Growth
448,ACLJ.J,5000723418,2006730,Momentum Asset Management (Pty) Ltd.,South Africa,113,Emerg. Mkts.
449,ACLJ.J,4297984400,2006320,"Alecta pensionsförsäkring, ömsesidigt",Sweden,107,Emerg. Mkts.
450,ACLJ.J,5000001647,2005351,Santander Asset Management,Spain,107,Emerg. Mkts.
451,ACLJ.J,5000059367,2005334,State Street Global Advisors (UK) Ltd.,United Kingdom,113,Growth
452,ACLJ.J,4298409344,2005218,Metropolitan Asset Managers_NLE,South Africa,107,Emerg. Mkts.
453,ACLJ.J,5001446737,2005038,Capital International Inc. (Singapore),Singapore,107,Index
454,ACLJ.J,,2004252,Fortis Investments France_NLE,France,113,Emerg. Mkts.
455,ACLJ.J,5000001140,2003974,Merian Global Investors (UK) Limited_NLE,United Kingdom,113,GARP
456,ACLJ.J,5000009781,2003784,Esemplia Emerging Markets_NLE,United Kingdom,113,Emerg. Mkts.
457,ACLJ.J,5000001214,2003144,"Putnam Investment Management, L.L.C.",United States,113,Sector Specific
458,ACLJ.J,,2002868,Paladin Investment Associates_NLE,United States,107,Emerg. Mkts.
459,ACLJ.J,5000052202,2002823,Hartford Investment Management Company,United States,107,Emerg. Mkts.
460,ACLJ.J,,3270352,,,,Specialty
461,ACLJ.J,,2785625,,,,GARP
462,ACLJ.J,,2660881,,,,Specialty
463,ACLJ.J,,2495760,,,,Index
464,ACLJ.J,,2448219,,,,Specialty
465,ACLJ.J,,2399161,,,,Specialty
466,ACLJ.J,,2302852,,,,Emerg. Mkts.
467,ACLJ.J,,2132753,,,,Growth
468,ACLJ.J,,2132706,,,,Growth
469,ACLJ.J,,2007596,,,,Emerg. Mkts.
470,ACLJ.J,,2005217,,,,Emerg. Mkts.
471,ACLJ.J,,2005215,,,,Core Value
472,ACLJ.J,,2003525,,,,Emerg. Mkts.
473,ACLJ.J,,2003356,,,,Emerg. Mkts.
474,ACLJ.J,,2003084,,,,Core Growth
475,ACLJ.J,,,,,,Emerg. Mkts.
476,ACLJ.J,,,,,,Emerg. Mkts.
477,ACLJ.J,,,,,,Core Value
478,ACLJ.J,,,,,,Emerg. Mkts.
479,ACLJ.J,,,,,,Hedge Fund
480,ACLJ.J,,,,,,Specialty
481,ACLJ.J,,,,,,GARP
482,ACLJ.J,,,,,,Specialty
483,ACLJ.J,,,,,,Emerg. Mkts.
484,ACLJ.J,,,,,,Core Value
485,ACLJ.J,,,,,,Emerg. Mkts.
486,ACLJ.J,,,,,,Hedge Fund
487,ACLJ.J,,,,,,Emerg. Mkts.
488,ACLJ.J,,,,,,Emerg. Mkts.
489,ACLJ.J,,,,,,Emerg. Mkts.
490,ACLJ.J,,,,,,Emerg. Mkts.
491,ACLJ.J,,,,,,Specialty
492,ACLJ.J,,,,,,Specialty
493,ACLJ.J,,,,,,
494,ACLJ.J,,,,,,Emerg. Mkts.
495,ACLJ.J,,,,,,Index
496,ACLJ.J,,,,,,Emerg. Mkts.
497,ACLJ.J,,,,,,International
498,ACLJ.J,,,,,,Emerg. Mkts.
499,ACLJ.J,,,,,,Sector Specific
500,ACLJ.J,,,,,,Index
501,ACLJ.J,,,,,,Emerg. Mkts.
502,ACLJ.J,,,,,,Growth
503,ACLJ.J,,,,,,Emerg. Mkts.
504,ACLJ.J,,,,,,Index
505,ACLJ.J,,,,,,Growth
506,ACLJ.J,,,,,,Emerg. Mkts.
507,ACLJ.J,,,,,,Core Value
508,ACLJ.J,,,,,,Growth
509,ACLJ.J,,,,,,Core Growth
510,ACLJ.J,,,,,,Growth
511,ACLJ.J,,,,,,GARP
512,ACLJ.J,,,,,,Specialty
513,ACLJ.J,,,,,,Emerg. Mkts.
514,ACLJ.J,,,,,,Emerg. Mkts.
515,ACLJ.J,,,,,,Index
516,ACLJ.J,,,,,,Index
517,ACLJ.J,,,,,,Emerg. Mkts.
518,ACLJ.J,,,,,,Core Growth
519,ACLJ.J,,,,,,Growth
520,ACLJ.J,,,,,,GARP
521,ACLJ.J,,,,,,Core Growth
522,ACLJ.J,,,,,,Emerg. Mkts.
523,ACLJ.J,,,,,,Core Value
524,ACLJ.J,,,,,,Emerg. Mkts.
525,ACLJ.J,,,,,,Core Value
526,ACLJ.J,,,,,,
527,ACLJ.J,,,,,,
528,ACLJ.J,,,,,,
529,ACLJ.J,,,,,,
530,ACLJ.J,,,,,,
531,ACLJ.J,,,,,,
532,ACLJ.J,,,,,,
533,ACLJ.J,,,,,,
534,ACLJ.J,,,,,,
535,ACLJ.J,,,,,,
536,ACLJ.J,,,,,,
537,ACLJ.J,,,,,,
538,ACLJ.J,,,,,,
539,ACLJ.J,,,,,,
540,ACLJ.J,,,,,,
541,ACLJ.J,,,,,,
542,ACLJ.J,,,,,,
543,ACLJ.J,,,,,,
544,ACLJ.J,,,,,,
545,ACLJ.J,,,,,,
546,ACLJ.J,,,,,,
547,ACTJ.J,,2659928,SGM Investment Limited,South Africa,301,Index
548,ACTJ.J,5043419846,2991511,Medelec Investments (Pty) Ltd.,South Africa,301,
549,ACTJ.J,4297902883,2637186,Nedcor Group,South Africa,301,
550,ACTJ.J,5055409332,2663421,Flomac Control (Pty) Limited,South Africa,301,
551,ACTJ.J,,3248738,Stier (L A),South Africa,303,
552,ACTJ.J,,3218293,Nussbaum (Rolf-Stephan Arthur Wilhelm),South Africa,303,
553,ACTJ.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,
554,ACTJ.J,5000025607,2003819,BlackRock Investment Management (UK) Ltd.,United Kingdom,113,
