,Instrument,Investor Perm Id,Investor Id,Investor Full Name,Investor Address Country,Investor Type Description ID,Fund Investment Style Code
0,SMBC.CI,,,,,,
1,SACL.ZI,,,,,,
2,SEMC.CI,,,,,,
3,ILV.MV,,,,,,
4,NITL.MV,,,,,,
5,TPCC.TZ,,,,,,
6,ZBFH.ZI,,,,,,
7,TTP.TZ,,,,,,
8,TCCL.TZ,,,,,,
9,FMB.MV,,,,,,
10,NBS.MV,,,,,,
11,SUNB.MV,,,,,,
12,MPICO.MV,,,,,,
13,DCB.TZ,,,,,,
14,NMB.TZ,5001448923,2003661,T. Rowe Price International Ltd,United Kingdom,113,Yield
15,NMB.TZ,5000050199,2005972,Templeton Asset Management Ltd.,Singapore,107,Yield
16,NMB.TZ,5000050199,2005972,Templeton Asset Management Ltd.,Singapore,107,GARP
17,NMB.TZ,,2003661,,,,GARP
18,NMB.TZ,,,,,,
19,NMB.TZ,,,,,,
20,COURTVI.LG,,,,,,
21,CRDB.TZ,5000706029,2006494,Blakeney LLP,United Kingdom,107,
22,CRDB.TZ,5000706029,2006494,Blakeney LLP,United Kingdom,107,
23,NANG.LZ,,,,,,
24,PRIM.LZ,,,,,,
25,MCNICHO.LG,,,,,,
26,NIC.UG,,,,,,
27,BATZ.LZ,,,,,,
28,BOAC.CI,,,,,,
29,RACPp.J,4295888500,2007153,Coronation Fund Managers Limited,South Africa,113,
30,RACPp.J,5000749186,2636816,Regarding Capital Management (Pty) Ltd.,South Africa,113,
31,RACPp.J,5000068710,2445138,Foord Asset Management (Pty) Limited,South Africa,113,Core Growth
32,RACPp.J,5000660468,3879199,Aylett & Company (Pty) Ltd,South Africa,113,
33,RACPp.J,34415071139,5894107,Viljoen (Pieter Gerhardt),South Africa,303,Core Value
34,RACPp.J,34413507034,5338216,de Bruyn (Theunis),South Africa,303,
35,RACPp.J,34414693282,5894119,Potgieter (Lonn),South Africa,303,
36,RACPp.J,5001196700,2522977,Flagship Asset Management (Pty) Limited,South Africa,107,Core Growth
37,RACPp.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,Core Value
38,RACPp.J,,5894111,,,,
39,RACPp.J,5000749186,2636816,Regarding Capital Management (Pty) Ltd.,South Africa,113,
40,RACPp.J,5000068710,2445138,Foord Asset Management (Pty) Limited,South Africa,113,
41,RACPp.J,5000660468,3879199,Aylett & Company (Pty) Ltd,South Africa,113,
42,RACPp.J,5001196700,2522977,Flagship Asset Management (Pty) Limited,South Africa,107,
43,RACPp.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,
44,RACPp.J,,5894119,,,,
45,RACPp.J,,5894111,,,,
46,RACPp.J,,5894107,,,,
47,RACPp.J,,5338216,,,,
48,RACPp.J,,2007153,,,,
49,LHCJ.J,4297369644,2637859,Public Investment Corporation (SOC) Limited,South Africa,114,Index
50,LHCJ.J,4295888698,2644211,Brimstone Investment Corporation Ltd,South Africa,301,GARP
51,LHCJ.J,5001449709,2657747,Industrial Development Corporation of South Africa Limited (IDC),South Africa,114,Income Value
52,LHCJ.J,4296537663,2639737,International Finance Corporation,United States,301,Index
53,LHCJ.J,5000002955,2003937,GIC Private Limited,Singapore,114,Income Value
54,LHCJ.J,4297651992,2004260,"The Vanguard Group, Inc.",United States,113,
55,LHCJ.J,4297901803,2002962,"Manning & Napier Advisors, LLC",United States,107,Core Value
56,LHCJ.J,4296477482,2003356,"BlackRock Institutional Trust Company, N.A.",United States,107,Index
57,LHCJ.J,5000066393,2004359,Old Mutual Investment Group (South Africa) (Pty) Limited,South Africa,113,Index
58,LHCJ.J,5000280296,2003003,"BlackRock Investment Management, LLC",United States,113,Growth
59,LHCJ.J,4297954501,4960562,Capital Research Global Investors,United States,107,Deep Value
60,LHCJ.J,5037588919,2002702,Fidelity Management & Research Company LLC,United States,107,Core Value
61,LHCJ.J,,5702091,Flemming (C Michael D),South Africa,303,Emerg. Mkts.
62,LHCJ.J,5000003949,2132705,STANLIB Asset Management Ltd.,South Africa,107,Emerg. Mkts.
63,LHCJ.J,5001446506,2004198,APG Asset Management N.V.,Netherlands,110,
64,LHCJ.J,34424382919,5433356,Brey (Mustaq Ahmed Enus),South Africa,303,Yield
65,LHCJ.J,5000667881,2005965,Norges Bank Investment Management (NBIM),Norway,114,Index
66,LHCJ.J,4296380501,2003347,Wasatch Global Investors Inc,United States,113,GARP
67,LHCJ.J,5001448923,2003661,T. Rowe Price International Ltd,United Kingdom,113,Growth
68,LHCJ.J,5000074025,2002535,"William Blair & Company, L.L.C. (Research)",United States,201,Yield
69,LHCJ.J,5000045878,2003660,CCLA Investment Management Ltd.,United Kingdom,107,Core Value
70,LHCJ.J,5035522290,2005224,Marriott Asset Management (Pty) Ltd.,South Africa,107,
71,LHCJ.J,5000001154,2003828,Pictet Asset Management Ltd.,United Kingdom,113,Emerg. Mkts.
72,LHCJ.J,5000074303,2002658,"Dimensional Fund Advisors, L.P.",United States,113,Specialty
73,LHCJ.J,5001426959,2003665,Fidelity International,United Kingdom,107,Specialty
74,LHCJ.J,4296929271,2003798,Newton Investment Management Ltd.,United Kingdom,107,Emerg. Mkts.
75,LHCJ.J,5000001144,2003131,"T. Rowe Price Associates, Inc.",United States,107,Core Value
76,LHCJ.J,5044026629,2002611,Nuveen LLC,United States,110,Yield
77,LHCJ.J,5000022436,2003700,AXA Investment Managers UK Ltd.,United Kingdom,113,Index
78,LHCJ.J,5000062654,2575181,"Neuberger Berman, LLC",United States,113,Core Value
79,LHCJ.J,4297014976,2003029,Morgan Stanley Investment Management Inc. (US),United States,113,Index
80,LHCJ.J,5035465785,2564008,CPP Investment Board,Canada,110,Growth
81,LHCJ.J,5000062007,5400926,Union Investment Luxembourg S.A.,Luxembourg,107,
82,LHCJ.J,5000075838,2304231,Russell Investments Limited,United Kingdom,107,Specialty
83,LHCJ.J,5000051390,2007391,LGM Investments Limited,United Kingdom,113,Emerg. Mkts.
84,LHCJ.J,5000050470,2002561,Caisse de Depot et Placement du Quebec,Canada,110,Core Growth
