,Instrument,Investor Perm Id,Investor Id,Investor Full Name,Investor Address Country,Investor Type Description ID,Fund Investment Style Code
0,SMBC.CI,,,,,,
1,SACL.ZI,,,,,,
2,SEMC.CI,,,,,,
3,ILV.MV,,,,,,
4,NITL.MV,,,,,,
5,TPCC.TZ,,,,,,
6,ZBFH.ZI,,,,,,
7,TTP.TZ,,,,,,
8,TCCL.TZ,,,,,,
9,FMB.MV,,,,,,
10,NBS.MV,,,,,,
11,SUNB.MV,,,,,,
12,MPICO.MV,,,,,,
13,DCB.TZ,,,,,,
14,NMB.TZ,,,,,,
15,COURTVI.LG,,,,,,
16,CRDB.TZ,,,,,,
17,CRDB.TZ,,,,,,
18,NANG.LZ,,,,,,
19,PRIM.LZ,,,,,,
20,MCNICHO.LG,,,,,,
21,NIC.UG,,,,,,
22,BATZ.LZ,,,,,,
23,BOAC.CI,,,,,,
24,RACPp.J,5000749186,2636816,Regarding Capital Management (Pty) Ltd.,South Africa,113,
25,RACPp.J,5000068710,2445138,Foord Asset Management (Pty) Limited,South Africa,113,
26,RACPp.J,5000660468,3879199,Aylett & Company (Pty) Ltd,South Africa,113,Core Growth
27,RACPp.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,
28,RACPp.J,5000749186,2636816,Regarding Capital Management (Pty) Ltd.,South Africa,113,
29,RACPp.J,5000068710,2445138,Foord Asset Management (Pty) Limited,South Africa,113,
30,RACPp.J,5000660468,3879199,Aylett & Company (Pty) Ltd,South Africa,113,Core Growth
31,RACPp.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,
32,LHCJ.J,4297369644,2637859,Public Investment Corporation (SOC) Limited,South Africa,114,Index
33,LHCJ.J,4296537663,2639737,International Finance Corporation,United States,301,Specialty
34,LHCJ.J,5001449709,2657747,Industrial Development Corporation of South Africa Limited (IDC),South Africa,114,Income Value
35,LHCJ.J,4295888698,2644211,Brimstone Investment Corporation Ltd,South Africa,301,Index
36,LHCJ.J,5000066393,2004359,Old Mutual Investment Group (South Africa) (Pty) Limited,South Africa,113,Emerg. Mkts.
37,LHCJ.J,5000003949,2132705,STANLIB Asset Management Ltd.,South Africa,107,Income Value
38,LHCJ.J,5000074025,2002535,"William Blair & Company, L.L.C. (Research)",United States,201,Emerg. Mkts.
39,LHCJ.J,5000280296,2003003,"BlackRock Investment Management, LLC",United States,113,Growth
40,LHCJ.J,4297651992,2004260,"The Vanguard Group, Inc.",United States,113,Specialty
41,LHCJ.J,,5702091,Flemming (C Michael D),South Africa,303,Deep Value
42,LHCJ.J,4296477482,2003356,"BlackRock Institutional Trust Company, N.A.",United States,107,Growth
43,LHCJ.J,4295888825,3681241,New Bond Capital Ltd,South Africa,301,Specialty
44,LHCJ.J,5000071797,2007765,Amundi Ireland Limited,Ireland,113,Growth
45,LHCJ.J,5000038441,2003815,Columbia Threadneedle Investments (UK),United Kingdom,113,
46,LHCJ.J,5037588919,2002702,Fidelity Management & Research Company LLC,United States,107,GARP
47,LHCJ.J,5000067071,2004306,"Driehaus Capital Management, LLC",United States,113,Core Growth
48,LHCJ.J,,5702101,Hogarth (Roger J),South Africa,303,Index
49,LHCJ.J,4296380501,2003347,Wasatch Global Investors Inc,United States,113,Core Growth
50,LHCJ.J,5044026629,2002611,Nuveen LLC,United States,110,Specialty
51,LHCJ.J,5001426959,2003665,Fidelity International,United Kingdom,107,Yield
52,LHCJ.J,4297772128,2001973,Mellon Investments Corporation,United States,113,Index
53,LHCJ.J,4296571296,2002423,CI Global Asset Management,Canada,113,Income Value
54,LHCJ.J,5000074303,2002658,"Dimensional Fund Advisors, L.P.",United States,113,Core Value
55,LHCJ.J,5000022436,2003700,AXA Investment Managers UK Ltd.,United Kingdom,113,Emerg. Mkts.
56,LHCJ.J,5035502665,5544360,Life Doctor Investments Ltd. ((Docvest),South Africa,301,Emerg. Mkts.
57,LHCJ.J,5001448923,2003661,T. Rowe Price International Ltd,United Kingdom,113,Core Value
58,LHCJ.J,5000045878,2003660,CCLA Investment Management Ltd.,United Kingdom,107,Growth
59,LHCJ.J,,5973199,Electus Fund Managers Proprietary Limited_NLE,South Africa,113,Specialty
60,LHCJ.J,4297874637,2006423,Sloane Robinson LLP,United Kingdom,113,Core Growth
61,LHCJ.J,5035465785,2564008,CPP Investment Board,Canada,110,Index
62,LHCJ.J,5000001762,2002716,"UBS Asset Management (Americas), Inc.",United States,107,Core Growth
63,LHCJ.J,5001149089,2003450,UBS Asset Management (Switzerland),Switzerland,107,Index
64,LHCJ.J,5000068977,2003710,Aviva Investors Global Services Limited,United Kingdom,113,Emerg. Mkts.
65,LHCJ.J,5000050470,2002561,Caisse de Depot et Placement du Quebec,Canada,110,Yield
66,LHCJ.J,4296293277,2004197,Mondrian Investment Partners Ltd.,United Kingdom,107,Emerg. Mkts.
67,LHCJ.J,4297836130,2003245,State Street Global Advisors (US),United States,113,Sector Specific
68,LHCJ.J,4296976391,2002195,"Goldman Sachs Asset Management, L.P.",United States,107,Index
69,LHCJ.J,5000297003,2003396,NNIP Advisors B.V.,Netherlands,107,Income Value
70,LHCJ.J,4297648458,2003410,Robeco Institutional Asset Management B.V.,Netherlands,113,Emerg. Mkts.
71,LHCJ.J,5000131279,2005221,Ninety One SA Pty Ltd.,South Africa,113,Emerg. Mkts.
72,LHCJ.J,5000317033,2002346,Parametric Portfolio Associates LLC,United States,107,Emerg. Mkts.
73,LHCJ.J,5000726718,2003192,"Schafer Cullen Capital Management, Inc.",United States,113,Emerg. Mkts.
74,LHCJ.J,5000008903,2240396,British Columbia Investment Management Corp.,Canada,110,Core Value
75,LHCJ.J,5000068443,2003543,"Amundi Asset Management, SAS",France,113,Emerg. Mkts.
76,LHCJ.J,,5702087,Dalmeyer (J Paul F),South Africa,303,Core Growth
77,LHCJ.J,4297280330,2002848,Columbia Threadneedle Investments (US),United States,113,Emerg. Mkts.
78,LHCJ.J,4297846357,2005931,"McKinley Capital Management, LLC",United States,113,Yield
79,LHCJ.J,5000064072,2003708,Ninety One UK Limited,United Kingdom,113,Growth
