,Instrument,Investor Perm Id,Investor Id,Investor Full Name,Investor Address Country,Investor Type Description ID,Fund Investment Style Code
0,SMBC.CI,,,,,,
1,SACL.ZI,,,,,,
2,SEMC.CI,,,,,,
3,ILV.MV,,,,,,
4,NITL.MV,,,,,,
5,TPCC.TZ,4295868961,2634960,HeidelbergCement AG,Germany,301,
6,TPCC.TZ,5035566579,9895315,PPF Pensions Fund,Tanzania,301,
7,TPCC.TZ,5000765103,9895929,Standard Chartered Bank Uganda,Uganda,301,
8,TPCC.TZ,5045624272,6272084,Public Service Pensions Fund.,Tanzania,301,
9,TPCC.TZ,5063311400,4027018,National Social Security Fund,China (Mainland),114,
10,TPCC.TZ,34423767137,9895922,Nasser (Murtaza Basheer),Tanzania,303,
11,TPCC.TZ,5051781501,9895624,UTT Asset Management and Investor Services PLC,Tanzania,107,
12,TPCC.TZ,48471692062,9895926,"Kadri (Sayed, Muzammil & Mehboob) & Kadro (Basharat)",Tanzania,306,
13,TPCC.TZ,4297369644,2637859,Public Investment Corporation (SOC) Limited,South Africa,114,
14,TPCC.TZ,34423767139,9895924,Bakhresa (Said Salim Awadh),Tanzania,303,
15,TPCC.TZ,34423767129,9895913,Rugumyamheto (Joseph),Tanzania,303,
16,TPCC.TZ,34423767132,9895914,Urassa (Oswald Martin),Tanzania,303,
17,TPCC.TZ,4296380501,2003347,Wasatch Global Investors Inc,United States,113,
18,TPCC.TZ,4295868961,2634960,HeidelbergCement AG,Germany,301,
19,TPCC.TZ,5035566579,9895315,PPF Pensions Fund,Tanzania,301,
20,TPCC.TZ,5000765103,9895929,Standard Chartered Bank Uganda,Uganda,301,
21,TPCC.TZ,5045624272,6272084,Public Service Pensions Fund.,Tanzania,301,
22,TPCC.TZ,5063311400,4027018,National Social Security Fund,China (Mainland),114,
23,TPCC.TZ,4296380501,2003347,Wasatch Global Investors Inc,United States,113,
24,TPCC.TZ,34423767137,9895922,Nasser (Murtaza Basheer),Tanzania,303,
25,TPCC.TZ,5051781501,9895624,UTT Asset Management and Investor Services PLC,Tanzania,107,
26,TPCC.TZ,48471692062,9895926,"Kadri (Sayed, Muzammil & Mehboob) & Kadro (Basharat)",Tanzania,306,
27,TPCC.TZ,4297369644,2637859,Public Investment Corporation (SOC) Limited,South Africa,114,
28,TPCC.TZ,34423767139,9895924,Bakhresa (Said Salim Awadh),Tanzania,303,
29,TPCC.TZ,34423767129,9895913,Rugumyamheto (Joseph),Tanzania,303,
30,TPCC.TZ,34423767132,9895914,Urassa (Oswald Martin),Tanzania,303,
31,ZBFH.ZI,,,,,,
32,TTP.TZ,,9895611,"Thompson Lloyd & Ewart, Ltd.",Tanzania,301,
33,TTP.TZ,34423767107,9895892,Theobald (G C),Tanzania,303,
34,TTP.TZ,,9895597,"Maris Tatepa Holdings, Ltd.",Mauritius,301,
35,TTP.TZ,48471692041,9895894,Estate of Mungai (J J),Tanzania,306,
36,TTP.TZ,34423767110,9895893,Rowland (P D),Tanzania,303,
37,TTP.TZ,48471692059,9895897,Estate of Theobald (George P & Josephine M),Tanzania,306,
38,TTP.TZ,,9895897,,,,
39,TTP.TZ,,9895894,,,,
40,TTP.TZ,,9895893,,,,
41,TTP.TZ,,9895892,,,,
42,TTP.TZ,,9895611,,,,
43,TTP.TZ,,9895597,,,,
44,TCCL.TZ,5043464717,9895945,AfriSam Mauritius Investment Holdings Ltd,Mauritius,301,
45,TCCL.TZ,48471677289,8558511,Rajabali (Aunali Fidahussein & Sajjad Fidahussein),Kenya,306,
46,TCCL.TZ,5045624272,6272084,Public Service Pensions Fund.,Tanzania,301,
47,TCCL.TZ,5063311400,4027018,National Social Security Fund,China (Mainland),114,
48,TCCL.TZ,5060591268,9895317,Parastatal Pension Fund,Tanzania,301,
49,TCCL.TZ,,9895960,Trustees of Tanga Cement Plc Employees Share Trust,Tanzania,301,
50,TCCL.TZ,,9895877,Social Action Trust Fund,Tanzania,301,
51,TCCL.TZ,5035566578,9895935,Government Employees Provident Fund,Tanzania,301,
52,TCCL.TZ,34423767165,9895976,Swart (R),Tanzania,303,
53,TCCL.TZ,4297765030,2004653,Ashmore Equities Investment Management (US) LLC_NLE,United States,113,
54,TCCL.TZ,,2006764,,,,
55,TCCL.TZ,5043464717,9895945,AfriSam Mauritius Investment Holdings Ltd,Mauritius,301,
56,TCCL.TZ,48471677289,8558511,Rajabali (Aunali Fidahussein & Sajjad Fidahussein),Kenya,306,
57,TCCL.TZ,5045624272,6272084,Public Service Pensions Fund.,Tanzania,301,
58,TCCL.TZ,5063311400,4027018,National Social Security Fund,China (Mainland),114,
59,TCCL.TZ,5060591268,9895317,Parastatal Pension Fund,Tanzania,301,
60,TCCL.TZ,,9895877,Social Action Trust Fund,Tanzania,301,
61,TCCL.TZ,,9895960,Trustees of Tanga Cement Plc Employees Share Trust,Tanzania,301,
62,TCCL.TZ,5035566578,9895935,Government Employees Provident Fund,Tanzania,301,
63,TCCL.TZ,5000059423,2006764,Ashmore Investment Management Ltd.,United Kingdom,113,
64,TCCL.TZ,4297765030,2004653,Ashmore Equities Investment Management (US) LLC_NLE,United States,113,
65,TCCL.TZ,,9895976,,,,
66,FMB.MV,,,,,,
67,NBS.MV,,,,,,
68,SUNB.MV,,,,,,
69,MPICO.MV,,,,,,
70,DCB.TZ,,,,,,
71,NMB.TZ,5034174091,5853901,Rabobank Group,Netherlands,301,Aggres. Gr.
72,NMB.TZ,5080522355,9895310,Government Of Tanzania,Tanzania,304,Yield
73,NMB.TZ,5037950343,5170999,National Investment Company Ltd.,United Kingdom,301,Core Growth
74,NMB.TZ,48471677289,8558511,Rajabali (Aunali Fidahussein & Sajjad Fidahussein),Kenya,306,
75,NMB.TZ,4297014976,2003029,Morgan Stanley Investment Management Inc. (US),United States,113,Yield
76,NMB.TZ,5035522180,5500121,SQM Frontier Management LP,United States,106,
77,NMB.TZ,34423766711,9895313,Schegg (Patrick),Tanzania,303,
78,NMB.TZ,5060591268,9895317,Parastatal Pension Fund,Tanzania,301,Yield
